Sentence,Sentiment
via takeover panostaja expands business area specialising digital printing since previously consists subsidiary kopijyva oy sokonet oy,positive
order follow mln euro mln deal made july,neutral
beef import fell slightly mn kilo,neutral
following acquisition relacom strengthen presence finland serving operator office market mobile fixed network construction installation maintenance service,positive
revenue quarter totaled billion percent billion fourth quarter,negative
standard chartered share plunge fitch downgrade,negative
rt street insider steve job effect apple aapl first day iphone sale chart http stks co yye,positive
operating profit fell eur mn eur mn,neutral
amd big dumping would not touch,negative
capman office helsinki stockholm copenhagen oslo manages nordic buyout mezzanine technology life science real estate fund approximately eur bn total capital,neutral
h ñkan dahlstr âm head mobility service teliasonera forecast mobile data volume teliasonera network sweden rise eight fold tb,positive
znga http stks co rdu looking test resistance point cc cfrazierjr fletchtrade trader,positive
baltic country development operation reorganisation continued non recurring item related takeover process lowered earnings,negative
p kept sell rating nordea ubs reaffirmed buy recommendation,neutral
three year turn around program expected ensure salomon future competitiveness company said,positive
finnish electronics manufacturer pkc group oyj omx helsinki pkcv said wednesday december completed acquisition man nutzfahrzeuge ag cable harness business man star truck bus spolka zoo poland,positive
royal mail share price rally amid positive broker comment,positive
export account one tenth company annual turnover one billion kroon,neutral
one installed elevator double deck elevator enables efficient use building core space,positive
rt andrewnyquist chartology yahoo http stks co itr yhoo crazy looking chart nearing breakout resistance line,positive
nordea pankki suomi oyj according previously announced made forward contract alma medium corporation share,neutral
mpwr ceo sell k april th meh,negative
bullya pollux kor call going b blessing daughter tuition,positive
